"","id","uri","siglaTipo","codTipo","numero","ano","ementa"
"94",2205610,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205610","EMC","130","94","2019","Altera o Art. 40 da Constituição, inserido no artigo 1º da Proposta de Emenda à Constituição nº 6 de 2019."
"95",2205611,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205611","EMC","130","95","2019","Garante contagem de tempo de contribuição aos ACS e ACE, no período de 1º de janeiro de 1991 a 31 de dezembro de 2006."
"96",2205612,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205612","EMC","130","96","2019","Mantém o regime jurídico previdenciário vigente na Constituição Federal para trabalhadoras e trabalhadores rurais."
"97",2205619,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205619","EMC","130","97","2019","Assegura a manutenção do regime previdenciário especial ao professor que comprove exclusivamente tempo de efetivo exercício das funções de magistério na educação infantil e no ensino fundamental e médio."
"98",2205621,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205621","EMC","130","98","2019","Modifica  o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências."
"99",2205622,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205622","EMC","130","99","2019","Modifica  o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências."
"100",2205625,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205625","EMC","130","100","2019","Adiciona artigo que estabelece que a vedação da percepção simultânea de proventos de aposentadoria do regime próprio de previdência social de que trata o art. 40, de proventos de inatividade, de que tratam os art. 42 e art. 142 e de proventos de aposentadoria do Regime Geral de Previdência Social, de que trata o art. 201, decorrentes do exercício de cargo, emprego ou função pública, com a remuneração de cargo, emprego ou função pública, ressalvados os cargos acumuláveis na forma prevista nesta Constituição, os cargos eletivos e os cargos em comissão declarados em lei de livre nomeação e exoneração, seja aplicada somente aos empregados públicos que ainda não estejam aposentados pelo Regime Geral de Previdência Social."
"101",2205626,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205626","EMC","130","101","2019","Emenda modificativa que torna as novas regras para o Benefício de Prestação Continuada - BPC, opção para o idoso que completar 60 anos de idade, sem excluir as regras atuais vigentes para a concessão do benefício aos 65 anos."
"102",2205627,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205627","EMC","130","102","2019","emenda aditiva que adiciona artigo que permite continuar em atividade o empregado que perceba cumulativamente, na data da publicação desta Emenda,  proventos de aposentadoria do Regime Geral de Previdência Social, de que trata o art. 201, decorrentes do exercício de cargo, emprego ou função pública, com a remuneração de cargo, emprego ou função pública, ressalvados os cargos acumuláveis na forma prevista nesta Constituição, os cargos eletivos e os cargos em comissão declarados em lei de livre nomeação e exoneração, desde que opte por ter o pagamento do benefício suspenso enquanto continuar no exercício do cargo, emprego ou função pública."
"103",2205628,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205628","EMC","130","103","2019","Suprimido o § 5º do art. 195 previsto no art. 1º da PEC 06/ 2019"
"104",2205629,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205629","EMC","130","104","2019","Altera o art. 24 da PEC 06/ 2019"
"105",2205630,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205630","EMC","130","105","2019","Amplia a regra de transição do pedágio para 5 anos."
"106",2205631,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205631","EMC","130","106","2019","Suprime § 3º do art. 239, alterado pelo art. 1º da PEC 06/ 2019"
"107",2205633,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205633","EMC","130","107","2019","Modifica arts. 1ºe 5º da Proposta de Emenda à Constituição nº 6 de 2019."
